message;severity;node;stamp;location
"Already navigating to a frontier; ignoring new frontiers.";"10";"frontier_navigator";"1770426117.466448624";"/home/mayooran/Documents/iros/build/human_robot_pkg/human_robot_pkg/frontier_navigator.py:navigate_to_frontier:89"
"Already navigating to a frontier; ignoring new frontiers.";"10";"frontier_navigator";"1770426116.466596155";"/home/mayooran/Documents/iros/build/human_robot_pkg/human_robot_pkg/frontier_navigator.py:navigate_to_frontier:89"
"Sending navigation goal to x=-2.88, y=3.95";"20";"frontier_navigator";"1770426115.874971856";"/home/mayooran/Documents/iros/build/human_robot_pkg/human_robot_pkg/frontier_navigator.py:send_navigation_goal:148"
"Published selected frontier to /selected_frontier.";"20";"frontier_navigator";"1770426115.874158480";"/home/mayooran/Documents/iros/build/human_robot_pkg/human_robot_pkg/frontier_navigator.py:navigate_to_frontier:121"
"Selected cheapest non-blacklisted frontier as goal.";"10";"frontier_navigator";"1770426115.873785989";"/home/mayooran/Documents/iros/build/human_robot_pkg/human_robot_pkg/frontier_navigator.py:navigate_to_frontier:112"
"Blacklisting frontier at (-2.48, 3.45) because its goal was aborted/succeeded.";"30";"frontier_navigator";"1770426115.873500351";"/home/mayooran/Documents/iros/build/human_robot_pkg/human_robot_pkg/frontier_navigator.py:_blacklist_current_goal:238"
"_____________________________________________________________";"20";"frontier_navigator";"1770426115.873189446";"/home/mayooran/Documents/iros/build/human_robot_pkg/human_robot_pkg/frontier_navigator.py:result_callback:197"
"Navigation finished with status=ABORTED";"20";"frontier_navigator";"1770426115.872870656";"/home/mayooran/Documents/iros/build/human_robot_pkg/human_robot_pkg/frontier_navigator.py:result_callback:196"
"Sending navigation goal to x=-2.48, y=3.45";"20";"frontier_navigator";"1770426115.468130196";"/home/mayooran/Documents/iros/build/human_robot_pkg/human_robot_pkg/frontier_navigator.py:send_navigation_goal:148"
"Published selected frontier to /selected_frontier.";"20";"frontier_navigator";"1770426115.467260586";"/home/mayooran/Documents/iros/build/human_robot_pkg/human_robot_pkg/frontier_navigator.py:navigate_to_frontier:121"
"Selected cheapest non-blacklisted frontier as goal.";"10";"frontier_navigator";"1770426115.466713730";"/home/mayooran/Documents/iros/build/human_robot_pkg/human_robot_pkg/frontier_navigator.py:navigate_to_frontier:112"
"Sending navigation goal to x=-3.41, y=2.55";"20";"frontier_navigator";"1770426114.467880381";"/home/mayooran/Documents/iros/build/human_robot_pkg/human_robot_pkg/frontier_navigator.py:send_navigation_goal:148"
"Published selected frontier to /selected_frontier.";"20";"frontier_navigator";"1770426114.466898351";"/home/mayooran/Documents/iros/build/human_robot_pkg/human_robot_pkg/frontier_navigator.py:navigate_to_frontier:121"
"Selected cheapest non-blacklisted frontier as goal.";"10";"frontier_navigator";"1770426114.466366241";"/home/mayooran/Documents/iros/build/human_robot_pkg/human_robot_pkg/frontier_navigator.py:navigate_to_frontier:112"
"Sending navigation goal to x=-3.41, y=2.55";"20";"frontier_navigator";"1770426113.468055691";"/home/mayooran/Documents/iros/build/human_robot_pkg/human_robot_pkg/frontier_navigator.py:send_navigation_goal:148"
"Published selected frontier to /selected_frontier.";"20";"frontier_navigator";"1770426113.467216430";"/home/mayooran/Documents/iros/build/human_robot_pkg/human_robot_pkg/frontier_navigator.py:navigate_to_frontier:121"
"Selected cheapest non-blacklisted frontier as goal.";"10";"frontier_navigator";"1770426113.466693526";"/home/mayooran/Documents/iros/build/human_robot_pkg/human_robot_pkg/frontier_navigator.py:navigate_to_frontier:112"
"Sending navigation goal to x=-3.41, y=2.55";"20";"frontier_navigator";"1770426112.468608226";"/home/mayooran/Documents/iros/build/human_robot_pkg/human_robot_pkg/frontier_navigator.py:send_navigation_goal:148"
"Published selected frontier to /selected_frontier.";"20";"frontier_navigator";"1770426112.466905342";"/home/mayooran/Documents/iros/build/human_robot_pkg/human_robot_pkg/frontier_navigator.py:navigate_to_frontier:121"
"Selected cheapest non-blacklisted frontier as goal.";"10";"frontier_navigator";"1770426112.466386664";"/home/mayooran/Documents/iros/build/human_robot_pkg/human_robot_pkg/frontier_navigator.py:navigate_to_frontier:112"
"Sending navigation goal to x=-3.41, y=2.55";"20";"frontier_navigator";"1770426111.467953590";"/home/mayooran/Documents/iros/build/human_robot_pkg/human_robot_pkg/frontier_navigator.py:send_navigation_goal:148"
"Published selected frontier to /selected_frontier.";"20";"frontier_navigator";"1770426111.467066417";"/home/mayooran/Documents/iros/build/human_robot_pkg/human_robot_pkg/frontier_navigator.py:navigate_to_frontier:121"
"Selected cheapest non-blacklisted frontier as goal.";"10";"frontier_navigator";"1770426111.466469104";"/home/mayooran/Documents/iros/build/human_robot_pkg/human_robot_pkg/frontier_navigator.py:navigate_to_frontier:112"
"Sending navigation goal to x=-3.41, y=2.55";"20";"frontier_navigator";"1770426110.468034422";"/home/mayooran/Documents/iros/build/human_robot_pkg/human_robot_pkg/frontier_navigator.py:send_navigation_goal:148"
"Published selected frontier to /selected_frontier.";"20";"frontier_navigator";"1770426110.467069759";"/home/mayooran/Documents/iros/build/human_robot_pkg/human_robot_pkg/frontier_navigator.py:navigate_to_frontier:121"
"Selected cheapest non-blacklisted frontier as goal.";"10";"frontier_navigator";"1770426110.466457127";"/home/mayooran/Documents/iros/build/human_robot_pkg/human_robot_pkg/frontier_navigator.py:navigate_to_frontier:112"
"Sending navigation goal to x=-3.41, y=2.55";"20";"frontier_navigator";"1770426109.468246384";"/home/mayooran/Documents/iros/build/human_robot_pkg/human_robot_pkg/frontier_navigator.py:send_navigation_goal:148"
"Published selected frontier to /selected_frontier.";"20";"frontier_navigator";"1770426109.467404851";"/home/mayooran/Documents/iros/build/human_robot_pkg/human_robot_pkg/frontier_navigator.py:navigate_to_frontier:121"
"Selected cheapest non-blacklisted frontier as goal.";"10";"frontier_navigator";"1770426109.466873186";"/home/mayooran/Documents/iros/build/human_robot_pkg/human_robot_pkg/frontier_navigator.py:navigate_to_frontier:112"
"Sending navigation goal to x=-3.41, y=2.55";"20";"frontier_navigator";"1770426108.467883489";"/home/mayooran/Documents/iros/build/human_robot_pkg/human_robot_pkg/frontier_navigator.py:send_navigation_goal:148"
"Published selected frontier to /selected_frontier.";"20";"frontier_navigator";"1770426108.466997520";"/home/mayooran/Documents/iros/build/human_robot_pkg/human_robot_pkg/frontier_navigator.py:navigate_to_frontier:121"
"Selected cheapest non-blacklisted frontier as goal.";"10";"frontier_navigator";"1770426108.466445261";"/home/mayooran/Documents/iros/build/human_robot_pkg/human_robot_pkg/frontier_navigator.py:navigate_to_frontier:112"
"Sending navigation goal to x=-3.41, y=2.55";"20";"frontier_navigator";"1770426107.468201128";"/home/mayooran/Documents/iros/build/human_robot_pkg/human_robot_pkg/frontier_navigator.py:send_navigation_goal:148"
"Published selected frontier to /selected_frontier.";"20";"frontier_navigator";"1770426107.467294491";"/home/mayooran/Documents/iros/build/human_robot_pkg/human_robot_pkg/frontier_navigator.py:navigate_to_frontier:121"
"Selected cheapest non-blacklisted frontier as goal.";"10";"frontier_navigator";"1770426107.466638169";"/home/mayooran/Documents/iros/build/human_robot_pkg/human_robot_pkg/frontier_navigator.py:navigate_to_frontier:112"
"Sending navigation goal to x=-3.41, y=2.55";"20";"frontier_navigator";"1770426106.468385864";"/home/mayooran/Documents/iros/build/human_robot_pkg/human_robot_pkg/frontier_navigator.py:send_navigation_goal:148"
"Published selected frontier to /selected_frontier.";"20";"frontier_navigator";"1770426106.467554900";"/home/mayooran/Documents/iros/build/human_robot_pkg/human_robot_pkg/frontier_navigator.py:navigate_to_frontier:121"
"Selected cheapest non-blacklisted frontier as goal.";"10";"frontier_navigator";"1770426106.466975989";"/home/mayooran/Documents/iros/build/human_robot_pkg/human_robot_pkg/frontier_navigator.py:navigate_to_frontier:112"
"Sending navigation goal to x=-3.41, y=2.55";"20";"frontier_navigator";"1770426106.060968177";"/home/mayooran/Documents/iros/build/human_robot_pkg/human_robot_pkg/frontier_navigator.py:send_navigation_goal:148"
"Published selected frontier to /selected_frontier.";"20";"frontier_navigator";"1770426106.060127423";"/home/mayooran/Documents/iros/build/human_robot_pkg/human_robot_pkg/frontier_navigator.py:navigate_to_frontier:121"
"Selected cheapest non-blacklisted frontier as goal.";"10";"frontier_navigator";"1770426106.059780292";"/home/mayooran/Documents/iros/build/human_robot_pkg/human_robot_pkg/frontier_navigator.py:navigate_to_frontier:112"
"Blacklisting frontier at (-2.51, 0.90) because its goal was aborted/succeeded.";"30";"frontier_navigator";"1770426106.059501550";"/home/mayooran/Documents/iros/build/human_robot_pkg/human_robot_pkg/frontier_navigator.py:_blacklist_current_goal:238"
"_____________________________________________________________";"20";"frontier_navigator";"1770426106.059191483";"/home/mayooran/Documents/iros/build/human_robot_pkg/human_robot_pkg/frontier_navigator.py:result_callback:197"
"Navigation finished with status=ABORTED";"20";"frontier_navigator";"1770426106.058854024";"/home/mayooran/Documents/iros/build/human_robot_pkg/human_robot_pkg/frontier_navigator.py:result_callback:196"
"Sending navigation goal to x=-2.51, y=0.90";"20";"frontier_navigator";"1770426105.467956520";"/home/mayooran/Documents/iros/build/human_robot_pkg/human_robot_pkg/frontier_navigator.py:send_navigation_goal:148"
"Published selected frontier to /selected_frontier.";"20";"frontier_navigator";"1770426105.467007841";"/home/mayooran/Documents/iros/build/human_robot_pkg/human_robot_pkg/frontier_navigator.py:navigate_to_frontier:121"
"Selected cheapest non-blacklisted frontier as goal.";"10";"frontier_navigator";"1770426105.466416947";"/home/mayooran/Documents/iros/build/human_robot_pkg/human_robot_pkg/frontier_navigator.py:navigate_to_frontier:112"
"All received frontiers are currently blacklisted.";"30";"frontier_navigator";"1770426104.466485178";"/home/mayooran/Documents/iros/build/human_robot_pkg/human_robot_pkg/frontier_navigator.py:navigate_to_frontier:109"
"All received frontiers are currently blacklisted.";"30";"frontier_navigator";"1770426103.467016624";"/home/mayooran/Documents/iros/build/human_robot_pkg/human_robot_pkg/frontier_navigator.py:navigate_to_frontier:109"
"All received frontiers are currently blacklisted.";"30";"frontier_navigator";"1770426102.466724212";"/home/mayooran/Documents/iros/build/human_robot_pkg/human_robot_pkg/frontier_navigator.py:navigate_to_frontier:109"
"All received frontiers are currently blacklisted.";"30";"frontier_navigator";"1770426101.466829802";"/home/mayooran/Documents/iros/build/human_robot_pkg/human_robot_pkg/frontier_navigator.py:navigate_to_frontier:109"
"All received frontiers are currently blacklisted.";"30";"frontier_navigator";"1770426100.765604519";"/home/mayooran/Documents/iros/build/human_robot_pkg/human_robot_pkg/frontier_navigator.py:navigate_to_frontier:109"
"_____________________________________________________________";"20";"frontier_navigator";"1770426100.765252805";"/home/mayooran/Documents/iros/build/human_robot_pkg/human_robot_pkg/frontier_navigator.py:result_callback:197"
"Navigation finished with status=ABORTED";"20";"frontier_navigator";"1770426100.764987254";"/home/mayooran/Documents/iros/build/human_robot_pkg/human_robot_pkg/frontier_navigator.py:result_callback:196"
"All received frontiers are currently blacklisted.";"30";"frontier_navigator";"1770426100.763713798";"/home/mayooran/Documents/iros/build/human_robot_pkg/human_robot_pkg/frontier_navigator.py:navigate_to_frontier:109"
"_____________________________________________________________";"20";"frontier_navigator";"1770426100.762880518";"/home/mayooran/Documents/iros/build/human_robot_pkg/human_robot_pkg/frontier_navigator.py:result_callback:197"
"Navigation finished with status=ABORTED";"20";"frontier_navigator";"1770426100.762133255";"/home/mayooran/Documents/iros/build/human_robot_pkg/human_robot_pkg/frontier_navigator.py:result_callback:196"
"All received frontiers are currently blacklisted.";"30";"frontier_navigator";"1770426100.466929430";"/home/mayooran/Documents/iros/build/human_robot_pkg/human_robot_pkg/frontier_navigator.py:navigate_to_frontier:109"
"All received frontiers are currently blacklisted.";"30";"frontier_navigator";"1770426099.466821810";"/home/mayooran/Documents/iros/build/human_robot_pkg/human_robot_pkg/frontier_navigator.py:navigate_to_frontier:109"
"All received frontiers are currently blacklisted.";"30";"frontier_navigator";"1770426099.030525152";"/home/mayooran/Documents/iros/build/human_robot_pkg/human_robot_pkg/frontier_navigator.py:navigate_to_frontier:109"
"_____________________________________________________________";"20";"frontier_navigator";"1770426099.030113107";"/home/mayooran/Documents/iros/build/human_robot_pkg/human_robot_pkg/frontier_navigator.py:result_callback:197"
"Navigation finished with status=ABORTED";"20";"frontier_navigator";"1770426099.029796909";"/home/mayooran/Documents/iros/build/human_robot_pkg/human_robot_pkg/frontier_navigator.py:result_callback:196"
"All received frontiers are currently blacklisted.";"30";"frontier_navigator";"1770426098.830878514";"/home/mayooran/Documents/iros/build/human_robot_pkg/human_robot_pkg/frontier_navigator.py:navigate_to_frontier:109"
"_____________________________________________________________";"20";"frontier_navigator";"1770426098.830525781";"/home/mayooran/Documents/iros/build/human_robot_pkg/human_robot_pkg/frontier_navigator.py:result_callback:197"
"Navigation finished with status=ABORTED";"20";"frontier_navigator";"1770426098.830198282";"/home/mayooran/Documents/iros/build/human_robot_pkg/human_robot_pkg/frontier_navigator.py:result_callback:196"
"All received frontiers are currently blacklisted.";"30";"frontier_navigator";"1770426098.820579672";"/home/mayooran/Documents/iros/build/human_robot_pkg/human_robot_pkg/frontier_navigator.py:navigate_to_frontier:109"
"_____________________________________________________________";"20";"frontier_navigator";"1770426098.820281720";"/home/mayooran/Documents/iros/build/human_robot_pkg/human_robot_pkg/frontier_navigator.py:result_callback:197"
"Navigation finished with status=ABORTED";"20";"frontier_navigator";"1770426098.820050584";"/home/mayooran/Documents/iros/build/human_robot_pkg/human_robot_pkg/frontier_navigator.py:result_callback:196"
"All received frontiers are currently blacklisted.";"30";"frontier_navigator";"1770426098.819492111";"/home/mayooran/Documents/iros/build/human_robot_pkg/human_robot_pkg/frontier_navigator.py:navigate_to_frontier:109"
"_____________________________________________________________";"20";"frontier_navigator";"1770426098.819175082";"/home/mayooran/Documents/iros/build/human_robot_pkg/human_robot_pkg/frontier_navigator.py:result_callback:197"
"Navigation finished with status=ABORTED";"20";"frontier_navigator";"1770426098.818922516";"/home/mayooran/Documents/iros/build/human_robot_pkg/human_robot_pkg/frontier_navigator.py:result_callback:196"
"All received frontiers are currently blacklisted.";"30";"frontier_navigator";"1770426098.818286921";"/home/mayooran/Documents/iros/build/human_robot_pkg/human_robot_pkg/frontier_navigator.py:navigate_to_frontier:109"
"_____________________________________________________________";"20";"frontier_navigator";"1770426098.817976984";"/home/mayooran/Documents/iros/build/human_robot_pkg/human_robot_pkg/frontier_navigator.py:result_callback:197"
"Navigation finished with status=ABORTED";"20";"frontier_navigator";"1770426098.817733749";"/home/mayooran/Documents/iros/build/human_robot_pkg/human_robot_pkg/frontier_navigator.py:result_callback:196"
"All received frontiers are currently blacklisted.";"30";"frontier_navigator";"1770426098.817183265";"/home/mayooran/Documents/iros/build/human_robot_pkg/human_robot_pkg/frontier_navigator.py:navigate_to_frontier:109"
"_____________________________________________________________";"20";"frontier_navigator";"1770426098.816859653";"/home/mayooran/Documents/iros/build/human_robot_pkg/human_robot_pkg/frontier_navigator.py:result_callback:197"
"Navigation finished with status=ABORTED";"20";"frontier_navigator";"1770426098.816641059";"/home/mayooran/Documents/iros/build/human_robot_pkg/human_robot_pkg/frontier_navigator.py:result_callback:196"
"All received frontiers are currently blacklisted.";"30";"frontier_navigator";"1770426098.815941555";"/home/mayooran/Documents/iros/build/human_robot_pkg/human_robot_pkg/frontier_navigator.py:navigate_to_frontier:109"
"Blacklisting frontier at (-4.36, -1.43) because its goal was aborted/succeeded.";"30";"frontier_navigator";"1770426098.815623968";"/home/mayooran/Documents/iros/build/human_robot_pkg/human_robot_pkg/frontier_navigator.py:_blacklist_current_goal:238"
"_____________________________________________________________";"20";"frontier_navigator";"1770426098.815334633";"/home/mayooran/Documents/iros/build/human_robot_pkg/human_robot_pkg/frontier_navigator.py:result_callback:197"
"Navigation finished with status=ABORTED";"20";"frontier_navigator";"1770426098.815013919";"/home/mayooran/Documents/iros/build/human_robot_pkg/human_robot_pkg/frontier_navigator.py:result_callback:196"
"Sending navigation goal to x=-4.36, y=-1.43";"20";"frontier_navigator";"1770426098.809518636";"/home/mayooran/Documents/iros/build/human_robot_pkg/human_robot_pkg/frontier_navigator.py:send_navigation_goal:148"
"Published selected frontier to /selected_frontier.";"20";"frontier_navigator";"1770426098.808953981";"/home/mayooran/Documents/iros/build/human_robot_pkg/human_robot_pkg/frontier_navigator.py:navigate_to_frontier:121"
